"row","city","country","buildings","highrises","population","url","page_num","timestamp"
4265,"Selenginsk","Russia","no data","no data","16,326","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4266,"Selizharovo","Russia","no data","no data","7,330","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4267,"Serov","Russia","no data","no data","99,373","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4268,"Serpukhov","Russia","1","1","126,500","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4269,"Sharypovo","Russia","no data","no data","41,532","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4270,"Shchyolkovo","Russia","no data","no data","110,400","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4271,"Shilovo","Russia","no data","no data","16,572","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4272,"Smolensk","Russia","4","4","326,861","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4273,"Sochi","Russia","22","12","343,300","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4274,"Sokoch","Russia","no data","no data","1,000","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4275,"Solnechnodolsk","Russia","no data","no data","19,929","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4276,"Sovetsky","Russia","no data","no data","10,500","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4277,"St. Petersburg","Russia","289","260","5,323,300","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4278,"Stantsionno-Oyashinsky","Russia","no data","no data","4,750","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4279,"Starogusevo","Russia","no data","no data","306","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4280,"Stavropol","Russia","no data","no data","398,300","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4281,"Stepnoye","Russia","no data","no data","2,099","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4282,"Storozhno","Russia","1","no data","27","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4283,"Sukhinichi","Russia","no data","no data","15,445","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4284,"Surgut","Russia","no data","no data","324,000","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4285,"Syktyvkar","Russia","no data","no data","235,000","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4286,"Syrdakh","Russia","no data","no data","767","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4287,"Taimylyr","Russia","no data","no data","879","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4288,"Taldom","Russia","no data","no data","49,620","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4289,"Tambov","Russia","no data","no data","280,500","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4290,"Tbilisskaya","Russia","no data","no data","24,134","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4291,"Tobolsk","Russia","no data","no data","92,880","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4292,"Togliatti","Russia","1","1","719,500","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4293,"Tsivilsk","Russia","no data","no data","12,967","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4294,"Tula","Russia","16","16","501,100","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4295,"Tumen","Russia","1","1","581,800","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4296,"Tymovskoye","Russia","no data","no data","8,084","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4297,"Tynda","Russia","no data","no data","40,094","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4298,"Ufa","Russia","29","29","1,062,300","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4299,"Ulyanovsk","Russia","1","1","613,800","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4300,"Upper Inta","Russia","no data","no data","2,077","http://skyscraperpage.com/cities/?s=0&c=2&p=85&r=50&10=0",86,2018-12-05 21:50:51
4301,"Uray","Russia","no data","no data","38,872","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4302,"Ust-Ishim","Russia","no data","no data","4,802","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4303,"Ust-Kalmanka","Russia","no data","no data","6,712","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4304,"Valaam Monastery Island","Russia","no data","no data","217","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4305,"Vladikavkaz","Russia","1","1","311,600","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4306,"Vladimir","Russia","1","1","345,600","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4307,"Vladivostok","Russia","30","30","594,701","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4308,"Volgodonsk","Russia","no data","no data","170,841","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4309,"Volgograd","Russia","36","36","1,021,200","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4310,"Volgorechensk","Russia","no data","no data","17,108","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4311,"Volzhsky","Russia","1","1","314,400","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4312,"Voronezh","Russia","33","33","889,989","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4313,"Vyborg","Russia","1","no data","79,224","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4314,"Yakutsk","Russia","no data","no data","269,500","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4315,"Yaroslavl","Russia","no data","no data","591,500","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4316,"Yartsevo","Russia","no data","no data","51,500","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4317,"Yekaterinburg","Russia","80","79","1,350,100","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4318,"Yelets","Russia","no data","no data","108,400","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4319,"Yelizovo","Russia","no data","no data","41,533","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4320,"Yershov","Russia","no data","no data","23,848","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4321,"Yuzhno-Sakhalinsk","Russia","no data","no data","181,700","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4322,"Zapolyarny","Russia","no data","no data","15,194","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4323,"Zelenogorsk","Russia","no data","no data","66,056","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4324,"Zelenograd","Russia","5","5","223,902","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4325,"Zelenogradsk","Russia","no data","no data","13,026","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4326,"Zhukovsky","Russia","no data","no data","102,700","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4327,"Zotino","Russia","no data","no data","3","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4328,"Kigali","Rwanda","2","1",,"http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4329,"Serravalle/Dogano","San Marino","no data","no data","4,802","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4330,"Al Jubail","Saudi Arabia","no data","no data","150,367","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4331,"Damman","Saudi Arabia","1","1","905,084","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4332,"Dhahran","Saudi Arabia","2","2","97,446","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4333,"Jeddah","Saudi Arabia","83","80","3,232,834","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4334,"Khobar","Saudi Arabia","29","27","177,247","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4335,"King Abdullah Economic City","Saudi Arabia","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4336,"Madinah","Saudi Arabia","1","no data","1,102,728","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4337,"Mecca","Saudi Arabia","9","7","1,700,000","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4338,"Qurayyat","Saudi Arabia","no data","no data","147,550","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4339,"Riyadh","Saudi Arabia","62","61","4,878,473","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4340,"Ta'if","Saudi Arabia","1","1","521,273","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4341,"Dakar","Senegal","13","13","2,461,682","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4342,"Belgrade","Serbia","29","26","1,166,763","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4343,"Bor","Serbia","no data","no data","48,615","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4344,"ÄaÄak","Serbia","no data","no data","115,337","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4345,"Gnjilane","Serbia","no data","no data","55,781","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4346,"Jagodina","Serbia","no data","no data","43,311","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4347,"KnjaÅ¾evac","Serbia","no data","no data","30,902","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4348,"Kosovska Mitrovica","Serbia","no data","no data","68,929","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4349,"Kostolac","Serbia","no data","no data","9,313","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4350,"Kragujevac","Serbia","2","2","180,084","http://skyscraperpage.com/cities/?s=0&c=2&p=86&r=50&10=0",87,2018-12-05 21:50:52
4351,"Leskovac","Serbia","no data","no data","63,400","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4352,"NiÅ¡","Serbia","1","1","250,518","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4353,"Novi Sad","Serbia","3","3","215,659","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4354,"ObiliÄ","Serbia","no data","no data","30,000","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4355,"Obrenovac","Serbia","no data","no data","23,620","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4356,"Pancevo","Serbia","1","1","77,087","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4357,"Pec","Serbia","no data","no data","68,551","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4358,"Prizren","Serbia","no data","no data","107,614","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4359,"Smederevo","Serbia","no data","no data","108,209","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4360,"Srijemska Kamenica","Serbia","1","no data","11,205","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4361,"Subotica","Serbia","no data","no data","100,386","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4362,"Urosevac","Serbia","3","no data","71,758","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4363,"UÅ¾ice","Serbia","1","1","54,717","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4364,"Veliki Crljeni","Serbia","no data","no data","4,318","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4365,"Zrenjanin","Serbia","1","1","79,800","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4366,"Zvecan","Serbia","no data","no data","17,000","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4367,"Freetown","Sierra Leone","2","2","802,639","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4368,"Singapore","Singapore","496","475","4,987,600","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4369,"BanskÃ¡ Bystrica","Slovakia","4","4","83,056","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4370,"Bratislava","Slovakia","62","56","428,672","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4371,"Cervenica","Slovakia","no data","no data","759","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4372,"ÄiÅ¾atice","Slovakia","no data","no data","395","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4373,"Dolny Kubin","Slovakia","18","18","19,775","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4374,"HornÃ© Srnie","Slovakia","no data","no data","2,876","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4375,"Jablonica","Slovakia","no data","no data","2,279","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4376,"Jarok","Slovakia","no data","no data","1,767","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4377,"JaslovskÃ© Bohunice","Slovakia","no data","no data","1,893","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4378,"KoÅ¡ice","Slovakia","3","3","236,093","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4379,"KrÃ¡liky","Slovakia","no data","no data","591","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4380,"Krompachy","Slovakia","no data","no data","8,809","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4381,"Martin","Slovakia","no data","no data","59,014","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4382,"NovÃ¡ky","Slovakia","no data","no data","4,402","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4383,"PovaÅ¾skÃ¡ Bystrica","Slovakia","1","1","41,989","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4384,"PreÅ¡ov","Slovakia","no data","no data","92,786","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4385,"RimavskÃ¡ Sobota","Slovakia","no data","no data","24,374","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4386,"RuÅ¾omberok","Slovakia","no data","no data","30,417","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4387,"Å al'a","Slovakia","no data","no data","24,564","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4388,"Snina","Slovakia","no data","no data","21,326","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4389,"StrÃ¡Å¾ske","Slovakia","no data","no data","4,551","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4390,"Å umiac","Slovakia","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4391,"TrencÃ­n","Slovakia","1","1","57,854","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4392,"Vel'kÃ© Kostol'any","Slovakia","no data","no data","2,658","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4393,"Vojany","Slovakia","no data","no data","877","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4394,"Vranov nad Topl'ou","Slovakia","no data","no data","23,063","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4395,"Å½iar","Slovakia","no data","no data","19,945","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4396,"Å½ilina","Slovakia","2","2","85,302","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4397,"Zvolen","Slovakia","no data","no data","43,006","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4398,"Cerklje na Gorenjskem","Slovenia","1","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4399,"Domzale","Slovenia","no data","no data","29,902","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4400,"Ljubljana","Slovenia","24","20","265,881","http://skyscraperpage.com/cities/?s=0&c=2&p=87&r=50&10=0",88,2018-12-05 21:50:54
4401,"Maribor","Slovenia","no data","no data","110,668","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4402,"Nova Gorica","Slovenia","2","2","32,763","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4403,"Piran","Slovenia","no data","no data","4,143","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4404,"Sostanj","Slovenia","no data","no data","2,793","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4405,"Trbovlje","Slovenia","no data","no data","18,248","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4406,"Vipava","Slovenia","no data","no data",,"http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4407,"Bellville","South Africa","1","1","100,121","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4408,"Benoni","South Africa","1","1","654,509","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4409,"Bhisho","South Africa","1","1","137,900","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4410,"Bloemfontein","South Africa","15","14","747,431","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4411,"Cape Town","South Africa","133","130","3,740,026","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4412,"Davel","South Africa","no data","no data","1,193","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4413,"Durban","South Africa","172","168","3,442,361","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
4414,"East London","South Africa","6","5","755,200","http://skyscraperpage.com/cities/?s=0&c=2&p=88&r=50&10=0",89,2018-12-05 21:50:55
